window_ms,frames,fps,avg_latency_ms,max_latency_ms,dropped_frames,null_frames,read_failures
1000,10,10,0.610407,0.937982,0,0,0
1000,10,10,0.588992,1.07037,0,0,0
1000,10,10,0.568505,0.900125,0,0,0
1000,10,10,0.678425,1.02883,0,0,0
1000,10,10,0.462306,1.00061,0,0,0
1000,10,10,0.576639,1.04794,0,0,0
1000,10,10,0.583382,0.982656,0,0,0
1000,10,10,0.615684,1.06813,0,0,0
1000,10,10,0.558985,0.997888,0,0,0
1000,10,10,0.637963,0.960927,0,0,0
1000,10,10,0.583023,0.860795,0,0,0
1000,10,10,0.55861,1.02768,0,0,0
1000,10,10,0.600598,0.852412,0,0,0
1000,10,10,0.475711,0.849659,0,0,0
1000,10,10,0.630955,1.04835,0,0,0
1000,10,10,0.579657,1.10007,0,0,0
1000,10,10,0.597706,1.19677,0,0,0
1000,1,1,0.491056,0.491056,0,0,0
